# Return number	[Mean	Standard deviation]...
1	113.917	167.673	2644.01	1981.2	
2	82.1321	109.84	56.6492	7.25711	
3	74.5371	121.431	36.8584	2.26299	
4	71.3128	120.403	30.7116	3.87742	
5	67.3783	110.023	28.4581	5.16894	
6	68.2038	140.931	27.2773	6.57779	
7	72.7962	193.681	27.1575	8.12436	
8	76.5838	219.144	27.6692	9.15642	
9	84.7403	275.558	29.0835	10.4278	
10	74.0481	209.993	29.6479	12.8233	
11	79.0378	241.004	84.337	59.2151	
12	75.341	219.555	254.852	257.029	
13	76.5007	226.387	1227.37	996.673	
14	76.3901	212.49	2672.14	1984.97	
15	78.9638	229.46	4273.68	3135.98	
16	352.259	825.049	4876.39	3397.63	
17	80.3444	210.105	8891.71	5617.85	
18	89.6694	214.339	7193.88	4591.16	
19	6190.22	5303.11	10351.7	7937.97	
20	6710.03	4873.74	9768.98	5380.78	
21	6659.33	5075.17	10332.5	5766.99	
22	2579.86	3065.95	11066.6	6188.17	
23	74.9406	206.373	13188.5	7442.89	
24	563.019	932.198	13007.4	6115.97	
