# Return number	[Mean	Standard deviation]...
1	20558	14358.9	55688.9	67405.2	
2	12797.1	8135.27	58096.9	57803.2	
3	4287.31	2471.52	49166.9	37307.2	
4	4118.3	1741.32	56915.2	66463.7	
5	8173.82	5479.04	40261.2	32475.1	
6	1155.22	337.645	26516.9	23734.4	
7	10933.2	7102.45	115795	116031	
8	2981.64	677.835	47850.3	41777.8	
9	1215.3	492.291	151.434	27.9769	
10	6338.67	4172.56	114.754	8.22357	
11	3484.01	970.897	98.3737	5.0114	
12	2626.49	598.638	89.6613	3.22774	
13	9850.17	6108.05	86.1356	5.21893	
14	1365.2	479.895	80.6399	5.40384	
15	2360.26	901.973	76.7237	6.16735	
16	2003.52	875.577	73.891	7.10487	
17	1037	542.557	73.727	7.71674	
18	1871.12	819.178	72.7164	8.41973	
19	1333.54	676.933	72.1253	21.749	
20	1203.62	496.566	62.9859	8.80113	
21	1095.66	465.137	66.2805	25.3041	
22	984.72	468.195	63.2784	10.9582	
23	2380.65	674.949	64.528	11.6217	
24	1815.62	841.39	60.0002	16.5782	
