# Return number	[Mean	Standard deviation]...
1	231.122	580.627	8540.96	4758.84	
2	80.298	52.4833	58.4211	7.13536	
3	73.0006	92.1937	36.9461	2.1555	
4	68.3407	43.5474	30.4485	3.52029	
5	67.6345	112.564	28.3346	5.09931	
6	65.2381	98.6219	27.4235	6.66836	
7	73.971	194.507	27.5223	7.72976	
8	76.7651	217.701	27.0644	8.44537	
9	75.324	211.302	27.3637	9.24108	
10	77.8618	224.531	23.7439	11.1006	
11	78.1903	223.701	26.5093	12.4218	
12	78.2839	224.474	27.4524	12.1376	
13	78.349	222.359	39.931	29.4751	
14	82.8337	207.253	3466.02	3751.44	
15	1319.9	1787.73	2689.11	2073.32	
16	6748.04	4946.21	4723.52	3560.25	
17	2746.15	3126.55	6304.14	4317.8	
18	168.563	227.741	9658.85	5978.52	
19	7321.46	4237.62	11034.8	7315.6	
20	6994.33	4607.32	9568.21	5819.36	
21	6847.66	4688.84	9568.68	5984.7	
22	6687.5	5218.01	15519.6	14514.3	
23	6783.09	5105.5	15776.9	10956.3	
24	7461.61	4023.76	14983.7	10342.6	
