# TimeMillions 984 983
1315426195395	0 104
1315426196401	0 106
1315426197408	0 104
1315426198414	0 104
1315426199421	0 102
1315426200427	0 100
1315426201433	0 100
1315426202440	0 104
1315426203446	0 104
1315426204453	0 104
1315426205459	0 104
1315426206466	0 104
1315426207472	0 104
1315426208478	0 104
1315426209485	0 98
1315426210491	0 102
1315426211498	0 100
1315426212504	0 104
1315426213510	0 104
1315426214517	0 104
1315426215523	0 104
1315426216530	0 104
1315426217536	0 102
1315426218542	0 100
1315426219549	0 100
1315426220555	0 100
1315426221561	0 102
1315426222568	0 100
1315426223574	0 104
1315426224581	0 106
1315426225587	0 104
1315426226593	0 104
1315426227600	0 100
1315426228606	0 100
1315426229612	0 100
1315426230619	0 100
1315426231625	0 100
1315426232631	0 102
1315426233638	0 100
1315426234644	0 100
1315426235651	0 100
1315426236658	0 108
1315426237664	0 104
1315426238671	0 106
1315426239677	0 104
1315426240683	0 102
1315426241690	2 106
1315426242696	0 100
1315426243702	0 100
1315426244709	0 100
1315426245715	0 100
1315426246722	0 102
1315426247728	0 100
1315426248734	0 100
1315426249740	0 102
1315426250747	0 100
1315426251753	0 100
1315426252760	0 100
1315426253766	0 102
1315426254773	0 104
1315426255779	0 104
1315426256786	0 104
1315426257792	0 104
1315426258798	0 100
1315426259805	0 100
1315426260811	0 102
1315426261817	0 100
1315426262824	0 100
1315426263830	0 100
1315426264836	0 100
1315426265843	0 100
1315426266849	0 100
1315426267855	0 106
1315426268862	0 104
1315426269868	0 104
1315426270875	0 104
1315426271881	0 106
1315426272887	0 104
1315426273893	0 104
1315426274900	0 100
1315426275906	0 100
1315426276913	0 100
1315426277919	0 100
1315426278925	0 100
1315426279932	0 106
1315426280938	0 106
1315426281945	0 104
1315426282951	0 106
1315426283957	0 106
1315426284963	0 104
1315426285970	0 104
1315426286976	0 106
1315426287983	2 100
1315426288989	0 102
1315426289995	0 100
1315426291001	0 102
1315426292008	0 104
1315426293014	0 106
1315426294020	0 104
1315426295027	0 104
1315426296033	0 104
1315426297039	0 104
1315426298045	0 104
1315426299052	0 106
1315426300058	0 104
1315426301064	0 100
1315426302071	0 102
1315426303077	0 100
1315426304084	0 100
1315426305090	0 102
1315426306096	0 100
1315426307103	0 102
1315426308109	0 100
1315426309115	0 100
1315426310122	0 100
1315426311128	0 100
1315426312134	0 100
1315426313141	0 102
1315426314147	0 100
1315426315153	0 100
1315426316160	0 100
1315426317166	0 100
1315426318173	0 100
1315426319179	0 100
1315426320186	0 100
1315426321192	0 100
1315426322199	0 106
1315426323205	0 100
1315426324212	0 102
1315426325218	0 106
1315426326224	0 100
1315426327230	0 102
1315426328237	0 104
1315426329243	0 104
1315426330250	0 100
1315426331256	0 100
1315426332262	0 104
1315426333268	2 104
1315426334275	0 100
1315426335281	0 102
1315426336288	0 100
1315426337294	0 104
1315426338300	0 104
1315426339306	0 100
1315426340312	0 100
1315426341319	0 100
1315426342325	0 100
1315426343331	0 102
1315426344337	0 104
1315426345344	0 104
1315426346350	0 104
1315426347357	0 106
1315426348363	0 104
1315426349369	0 102
1315426350376	0 100
1315426351382	0 100
1315426352389	0 100
1315426353395	0 102
1315426354402	0 100
1315426355408	0 100
1315426356414	0 106
1315426357421	0 106
1315426358428	0 106
1315426359434	0 104
1315426360440	0 104
1315426361447	0 106
1315426362453	0 100
1315426363459	0 100
1315426364466	0 104
1315426365472	0 104
1315426366479	0 104
1315426367485	0 104
1315426368491	0 106
1315426369498	0 104
1315426370504	0 104
1315426371510	0 106
1315426372516	0 104
1315426373523	0 104
1315426374529	0 104
1315426375535	0 104
1315426376542	0 104
1315426377548	0 104
1315426378554	0 104
1315426379561	2 108
1315426380567	0 104
1315426381573	0 106
1315426382580	0 104
1315426383586	0 100
1315426384592	0 100
1315426385599	0 100
1315426386605	0 100
1315426387611	0 102
1315426388618	0 102
1315426389624	0 100
1315426390630	0 102
1315426391637	0 102
1315426392643	0 100
1315426393649	0 100
1315426394656	0 102
1315426395663	0 100
1315426396670	0 102
1315426397676	0 104
1315426398682	0 104
1315426399689	0 106
1315426400695	0 104
1315426401701	0 102
1315426402708	0 100
1315426403714	0 100
1315426404720	0 100
1315426405727	0 100
1315426406733	0 100
1315426407739	0 102
1315426408746	0 100
1315426409752	0 100
1315426410758	0 102
1315426411765	0 100
1315426412771	0 102
1315426413777	0 102
1315426414784	0 100
1315426415790	0 102
1315426416796	0 100
1315426417803	0 104
1315426418809	0 106
1315426419816	0 106
1315426420822	0 104
1315426421828	0 100
1315426422835	0 100
1315426423841	0 104
1315426424848	0 102
1315426425854	0 100
1315426426861	0 106
1315426427867	0 104
1315426428873	0 104
1315426429880	0 106
1315426430886	0 106
1315426431893	0 104
1315426432899	0 104
1315426433905	0 104
1315426434912	0 106
1315426435918	0 104
1315426436925	0 106
1315426437931	0 108
1315426438937	0 102
1315426439944	0 100
1315426440950	0 100
1315426441957	0 100
1315426442963	0 102
1315426443969	0 100
1315426444976	0 100
1315426445982	0 100
1315426446988	0 102
1315426447995	0 102
1315426449001	0 104
1315426450008	0 106
1315426451014	0 106
1315426452020	0 104
1315426453026	0 104
1315426454033	0 100
1315426455039	0 102
1315426456046	0 100
1315426457052	0 100
1315426458059	0 104
1315426459065	0 104
1315426460072	0 106
1315426461078	0 106
1315426462084	0 106
1315426463091	0 106
1315426464097	0 104
1315426465103	0 104
1315426466110	0 104
1315426467116	0 106
1315426468123	0 106
1315426469129	0 104
1315426470135	0 104
1315426471142	2 108
1315426472148	0 106
1315426473155	0 102
1315426474161	0 104
1315426475167	0 100
1315426476174	0 100
1315426477180	0 100
1315426478187	0 100
1315426479193	0 102
1315426480199	0 102
1315426481206	0 102
1315426482212	0 102
1315426483219	0 104
1315426484225	0 106
1315426485232	0 106
1315426486238	0 106
1315426487244	0 106
1315426488251	0 102
1315426489257	0 100
1315426490264	0 100
1315426491270	0 100
1315426492276	0 100
1315426493283	0 106
1315426494289	0 106
1315426495295	0 106
1315426496302	0 106
1315426497308	0 144
1315426498314	0 199
1315426499321	0 201
1315426500327	0 199
1315426501333	0 197
1315426502340	0 199
1315426503347	0 199
1315426504353	0 199
1315426505360	0 201
1315426506367	0 201
1315426507373	0 201
1315426508380	0 201
1315426509387	0 199
1315426510393	0 199
1315426511400	0 201
1315426512407	0 201
1315426513413	0 199
1315426514420	2 199
1315426515426	0 201
1315426516433	0 201
1315426517439	0 199
1315426518446	0 199
1315426519453	0 201
1315426520459	0 199
1315426521466	0 201
1315426522472	0 203
1315426523479	0 203
1315426524486	0 203
1315426525493	0 205
1315426526500	0 207
1315426527506	0 209
1315426528513	0 207
1315426529519	0 211
1315426530526	0 207
1315426531532	0 211
1315426532539	0 211
1315426533546	0 215
1315426534553	0 219
1315426535559	0 221
1315426536566	0 221
1315426537573	0 223
1315426538579	0 231
1315426539586	0 231
1315426540592	0 100
1315426541599	0 100
1315426542605	0 100
1315426543613	0 104
1315426544619	0 100
1315426545625	0 114
1315426546632	0 100
1315426547638	0 104
1315426548644	2 100
1315426549651	0 102
1315426550657	0 100
1315426551663	0 100
1315426552670	0 100
1315426553676	0 100
1315426554682	0 100
1315426555689	0 100
1315426556696	28 100
1315426557703	50 100
1315426558710	50 100
1315426559717	50 100
1315426560724	54 100
1315426561731	52 104
1315426562738	50 100
1315426563745	50 106
1315426564752	50 100
1315426565759	48 98
1315426566767	58 100
1315426567774	66 100
1315426568781	66 106
1315426569788	66 100
1315426570795	66 104
1315426571803	68 100
1315426572810	68 100
1315426573817	66 104
1315426574824	68 98
1315426575831	68 102
1315426576838	72 124
1315426577845	74 100
1315426578852	78 104
1315426579860	76 100
1315426580867	76 98
1315426581874	76 100
1315426582881	78 134
1315426583888	78 100
1315426584896	76 100
1315426585903	74 106
1315426586910	80 100
1315426587917	86 100
1315426588924	82 100
1315426589931	86 106
1315426590939	82 100
1315426591946	82 100
1315426592953	80 100
1315426593961	80 102
1315426594968	80 100
1315426595975	82 100
1315426596982	82 104
1315426597989	86 104
1315426598996	86 100
1315426600003	94 100
1315426601010	84 106
1315426602017	84 100
1315426603024	86 100
1315426604031	88 102
1315426605038	88 104
1315426606045	86 100
1315426607052	84 100
1315426608059	106 100
1315426609066	118 104
1315426610073	86 104
1315426611080	84 100
1315426612087	88 100
1315426613094	88 100
1315426614101	86 100
1315426615108	86 104
1315426616115	86 104
1315426617122	88 104
1315426618129	88 100
1315426619136	90 100
1315426620143	90 100
1315426621150	88 100
1315426622157	88 100
1315426623164	110 100
1315426624171	88 102
